Symbol,Open,High,Low,Close,Adj Close,Volume,52High,52Low
SEAS,16.65,16.78,16.07,,,"1,266,949",36.96,6.75
SEM,15.68,15.81,15.435,,,"623,923",28.61,10
SENEA,39.66,39.89,39.01,,,"25,340",41.88,24.48
SENS,0.4445,0.4669,0.4236,,,"1,676,131",1.78,0.36
SF,48.8,49.395,48.44,,,"341,584",69.097,31.13
SFBS,37.49,37.76,36.95,,,"255,862",40.9,21.76
SFE,6.07,6.23,6.02,,,"45,331",12.79,4.43
SFIX,23.6,24.305,23.41,,,"1,657,590",30.44,10.9
SFL,8.53,8.6,8.38,,,"577,454",15.1,6.33
SFNC,17.5,17.66,16.9,,,"608,530",27.29,13.75
SFST,25.76,25.85,25.12,,,"16,275",44.43,20.89
SGA,23.64,24.3,23.03,,,"3,438",31.95,21
SGC,14.15,14.4,13.9,,,"15,328",18.08,6.1
SGH,27.92,28.93,27.33,,,"366,458",39.08,16.42
SGMO,11.05,11.42,10.96,,,"1,021,094",12.49,4.81
SGMS,15.18,16.06,14.49,,,"2,082,829",31.63,3.76
SGRY,15.81,16.69,15.305,,,"1,306,595",19.74,4
SHAK,52.67,53.79,51.5491,,,"1,174,420",105.84,30.01
SHBI,9.31,9.7308,9.3,,,"9,765",17.9,7.63
SHEN,49.52,49.61,48.48,,,"123,288",59.93,29.61
SHO,7.42,7.48,7.22,,,"2,477,106",14.47,5.75
SHOO,23,23.54,22.42,,,"583,271",44.795,16.38
SHSP,7.38,8.14,7.1,,,"398,592",13.945,4.5
SIBN,16.94,17.375,16.41,,,"83,973",23.1,7.2
SIC,4.24,4.86,4.155,,,"102,389",13.76,1.25
SIEB,4.26,4.55,4.26,,,"24,004",12.36,4
SIEN,3.82,3.88,3.68,,,"1,325,555",9.71,1
SIG,12.29,12.5842,11.91,,,"1,474,231",31.44,5.6001
SIGA,7.1,7.235,7.03,,,"188,603",7.31,3.96
SIGI,57.55,57.94,56.4,,,"195,880",81.3499,37.05
SILK,47.97,49.2,46.5,,,"589,975",48.44,20.84
SITE,120.33,124.97,118.99,,,"247,019",123.23,53.29
SJI,24.22,24.31,23.82,,,"879,403",34.48,19.62
SJW,65.91,66.143,65.14,,,"64,255",74.99,45.6
SKT,6.76,7.04,6.62,,,"4,238,811",17.94,4.05
SKY,26.35,27.84,25.88,,,"525,509",37.03,10.82
SKYW,29.02,29.705,27.79,,,"661,903",66.52,10.58
SLAB,102.76,104.83,101.8,,,"150,718",122.9,65.09
SLCA,3.69,3.74,3.51,,,"775,376",14.83,0.79
SLCT,7.92,8,7.8,,,"12,198",12.47,5.98
SLDB,2.92,3.03,2.86,,,"271,401",13.58,1.96
SLP,66.54,70.275,65.8272,,,"253,974",68.4,26
SM,3.78,3.87,3.675,,,"4,740,904",12.91,0.9
SMBC,21.9,22.08,21.86,,,"4,897",39.05,17.3
SMBK,14,15.73,13.67,,,"42,522",23.99,11.05
SMHI,2.31,2.44,2.2601,,,"69,498",14.73,1.46
SMMF,16.15,16.5173,15.8956,,,"4,330",27.83,13.48
SMP,39.85,40.32,39.31,,,"85,043",55.85,33.94
SMPL,24.08,24.2,23.615,,,"993,704",31.34,14.08
SMTC,52.18,53.04,51.59,,,"292,125",58.23,26.03
SNBR,45.54,45.65,44.05,,,"485,770",61,15.27
SNCR,3.62,3.69,3.57,,,"170,732",9.05,2.17
SND,1.14,1.15,1.1,,,"90,222",3.31,0.5501
SNDX,13.55,14.1484,13.32,,,"279,593",21.97,5.35
SNR,3.53,3.56,3.35,,,"440,461",8.35,1.72
SOI,7.99,8,7.61,,,"313,065",15.18,4.5
SOLY,7.63,7.84,7.35,,,"476,481",15.5,6.64
SONA,9.15,9.19,8.71,,,"85,336",16.85,7.58
SONM,0.8708,0.939446,0.85,,,"1,528,637",13.97,0.5
SONO,16.91,17.83,16.55,,,"7,007,278",17.54,6.58
SP,17.6,17.905,17.15,,,"132,838",47.33,14.44
SPFI,13.21,13.4,13.16,,,"4,889",22,11.3
SPKE,7.53,7.56,7.4,,,"56,864",11.47,5.25
SPN,1.2,1.45,1.15,,,"1,616,955",9.646,0.7
SPNE,10.27,10.47,9.81,,,"74,913",16.78,4.02
SPOK,9.59,9.73,9.44,,,"68,008",15.06,8.53
SPPI,3.27,3.32,3.165,,,"950,786",10.57,1.7422
SPRO,12.38,12.92,12,,,"135,044",14.483,5.25
SPSC,73.22,75.15,72.52,,,"272,445",77.59,31.28
SPTN,22.23,22.57,21.91,,,"392,423",22.8,8.82
SPWH,16.16,16.79,15.88,,,"665,831",16.84,3.5
SPWR,10.12,10.37,9.74,,,"3,981,244",16.04,4.03
SPXC,42.32,42.735,41.55,,,"131,947",53.76,25.5
SR,65,65.3549,64.545,,,"176,547",88,57.37
SRCE,35.06,35.26,34.1522,,,"50,384",53.42,26.0711
SRDX,48.11,48.18,45.88,,,"163,852",49,22.06
SRG,9.86,10.085,9.73,,,"496,179",45.7,5
SRI,21.12,21.19,20.43,,,"130,988",34.46,13.87
SRNE,7.8,8.29,7.52,,,"19,937,197",10,1.39
SRRK,11.61,12.54,11.49,,,"152,880",21.9199,6.95
SRT,4.77,4.84,4.72,,,"18,546",8.3,2.75
SSB,49.28,49.4,47.18,,,"298,826",88.1,40.42
SSD,90.62,91.3799,89.05,,,"233,009",95.65,47.02
SSP,10.43,10.81,10.21,,,"260,707",16.93,5.36
SSTI,23.49,24.13,23.34,,,"48,762",41,18.44
SSTK,40.76,41.04,39.35,,,"218,423",45.98,28.76
SSYS,15.66,15.96,15.52,,,"515,426",29.45,12.18
STAA,55.79,57.76,55.07,,,"454,253",62.51,23.2
STAG,30.97,31.4,30.72,,,"1,053,806",33.48,17.54
STAR,11.91,12.16,11.77,,,"371,600",17.5,5.48
STBA,23.76,23.89,23.07,,,"109,191",41.535,18.97
STC,38.32,40.72,37.63,,,"547,343",44.14,20.26
STFC,16.47,16.85,16.41,,,"50,835",35.32,15.85
STIM,3,3.35,2.96,,,"311,747",12.24,1.25
STMP,221.98,230.51,219.26,,,"204,331",240,44.03
STNG,13.26,13.33,12.8001,,,"1,786,336",40.45,12
STRA,166.92,169.39,165.46,,,"56,409",188.99,108.9
STRL,10.07,10.19,9.92,,,"108,234",17.49,6.72
STRO,8.22,8.45,8.07,,,"84,488",12.75,6
STRS,18.42,19.045,18.25,,,"4,529",32.22,12
STXB,11.59,11.89,11.57,,,"28,443",23.48,8.96
SUM,17.51,18.47,17.005,,,"1,540,377",25.22,7.51
SUPN,23.75,24.06,23.375,,,"314,187",34.11,13.12
SVMK,22.76,23.71,22.495,,,"465,921",24.7399,9.35
SVRA,1.95,2.03,1.88,,,"222,736",5.48,0.69
SWAV,46.03,47.83,45.85,,,"197,000",50.9,22.01
SWM,33.05,33.61,32.7,,,"175,165",46.645,20
SWN,2.58,2.64,2.44,,,"17,854,271",3.9,1.06
SWX,71.93,72.225,71.225,,,"254,780",92.94,45.68
SXC,3.25,3.2599,3.1,,,"484,274",9.13,2.33
SXI,57.33,57.89,56.26,,,"39,443",81.69,37.5001
SXT,53.86,54.05,53.48,,,"217,199",70.52,38.24
SYBT,40.61,41.92,40.125,,,"74,202",42.6,22.98
SYBX,2.19,2.3076,2.13,,,"113,172",6.5,1.35
SYKE,27.42,27.59,27.05,,,"159,436",38.24,22.12
SYNA,78.27,80.4,77.2362,,,"695,365",84.75,28.8
SYNH,62.51,63.71,62.26,,,"560,007",74.25,30.02
SYNL,7.25,7.415,7.0801,,,"7,222",17.17,6.51
SYRS,11.02,11.7,10.9,,,"107,308",12.75,4.26
SYX,19.14,19.25,18.845,,,"55,257",26.57,14
TACO,7.15,7.2599,6.83,,,"975,526",12.89,2.45
TALO,7.98,8.33,7.845,,,"749,931",31.34,5
TAST,5.1,5.11,4.93,,,"306,447",9.68,0.9801
TBBK,8.92,9.11,8.76,,,"241,280",13.73,3.36
TBI,14.01,14.34,13.94,,,"366,345",24.98,12.02
TBIO,18.85,20.4,18.61,,,"1,777,788",28.09,6.8
TBK,26.9,27.32,26.32,,,"90,779",43.15,19.03
TBNK,21.8,22.03,21.57,,,"14,463",32.45,20.25
TBPH,21.02,21.98,20.96,,,"196,550",31.54,15.72
TCBK,29.51,29.79,28.93,,,"202,210",41.42,23.05
TCDA,14.39,14.8532,14.18,,,"614,573",44.3,14.17
TCFC,22.4,22.88,21.15,,,"6,786",36.23,17.5
TCI,25.6,25.6,25.6,,,231,41.5,16
TCMD,38.53,39.69,37.72,,,"282,223",71.65,29.47
TCRR,13.66,14.58,13.51,,,"87,418",21.06,5.84
TCS,4.27,4.43,4.2,,,"163,584",7,1.8
TCX,60.92,61.84,60.58,,,"26,081",67.32,42.5
TDOC,219.88,230.2762,216.39,,,"1,295,160",237.76,54.581
TDW,6.27,6.27,5.82,,,"115,894",23.46,4.09
TELL,1.06,1.19,1.05,,,"15,083,931",9.28,0.6664
TEN,7.76,7.89,7.56,,,"644,023",16.2851,2.21
TENB,31.1,31.86,30.835,,,"782,579",32.15,16.28
TERP,21.07,21.8,20.91,,,"2,260,544",21.98,11.4
TESS,6.24,6.285,5.8,,,"44,105",16.38,4.1172
TEUM,0.7198,0.7679,0.7001,,,"972,089",3.82,0.2924
TEX,20.21,20.48,19.86,,,"663,104",33.49,11.54
TG,15.8,15.83,15.34,,,"127,396",23.48,11.31
TGH,8.69,8.69,8.31,,,"125,024",11.75,5.5
TGI,7.77,8.07,7.48,,,"1,309,233",29.38,3.02
TGNA,11.71,11.81,11.58,,,"1,905,446",18.31,9.61
TGTX,21.59,22.69,21.22,,,"1,117,095",24.76,4.95
TH,1.47,1.58,1.47,,,"159,078",8.7,1.19
THC,24.99,25.36,24.11,,,"1,712,150",39.3675,10
THFF,35.11,35.11,34.36,,,"36,975",46.93,27.62
THR,14.61,14.635,14,,,"123,331",27.73,12.62
THRM,39.9,40.18,39.29,,,"100,549",49.95,27.24
TILE,8.09,8.22,7.84,,,"241,304",17.675,5.06
TIPT,5.7,5.83,5.58,,,"14,612",8.3,4.45
TISI,4.09,4.11,3.88,,,"602,557",19,3.7501
TITN,11.45,11.79,11.18,,,"94,353",21.88,6.96
TK,2.48,2.51,2.38,,,"465,928",5.76,2.04
TLRD,0.6759,0.7001,0.67,,,"1,275,224",7.24,0.6301
TLYS,6.25,6.3,5.93,,,"355,016",12.75,3.46
TMDX,17.57,17.87,17.305,,,"70,194",27.42,10.1
TMHC,24.47,25.95,23.77,,,"1,281,690",28.47,6.39
TMP,65.28,66.4,64.3,,,"47,207",93.66,53.3241
TMST,3.65,3.78,3.61,,,"212,148",8,2.16
TNAV,5.18,5.23,5.07,,,"162,623",11.67,3.711
TNC,68.2,68.53,66.04,,,"57,452",87.06,46.64
TNDM,103.52,108.62,102.58,,,"767,059",106.18,43.69
TNET,63.02,63.79,62.56,,,"190,851",76.92,27.79
TNK,13.72,13.8,13.15,,,"570,149",26.92,7.6808
TORC,2.46,2.71,2.41,,,"808,428",11.36,0.86
TOWN,18.81,18.88,17.9601,,,"221,284",29.02,15.03
TPB,30.31,31.12,29.75,,,"165,812",46.6,14.09
TPC,12.45,12.76,12.308,,,"210,527",19.48,2.61
TPCO,9.71,9.94,9.59,,,"54,540",13.86,4.91
TPH,17.05,17.99,16.84,,,"2,538,008",18.63,5.89
TPIC,28.31,28.9425,28,,,"414,553",29.44,9.185
TPRE,8.19,8.21,8.07,,,"344,650",11.52,5.64
TPTX,62.21,68.2,61.69,,,"234,958",72.025,31.3042
TR,32.38,32.68,32.09,,,"328,260",38.92,30.79126214
TRC,14.86,14.86,14.43,,,"81,470",18.8864,12.12
TREC,6.2,6.3,6.13,,,"13,951",9.65,4.23
TREX,133.62,138.715,132.21,,,"437,033",138.34,56.22
TRHC,56.97,57.84,56.06,,,"220,985",69.72,33.04
TRMK,23.36,23.61,22.93,,,"256,644",36.04,20.26
TRNO,56.04,56.23,55.19,,,"526,533",62.31,42.115
TRNS,29.03,29.46,27.925,,,"26,112",34.18,16.5
TROX,7.66,7.7,7.43,,,"828,853",12.4,3.97
TRS,24.78,24.785,24.08,,,"116,528",33.07,18.05
TRST,6.115,6.12,5.96,,,"688,381",9.1,4.3
TRTN,30.01,30.24,29.85,,,"412,957",40.81,19.8
TRTX,8.27,8.45,8.21,,,"351,893",21.3,2.45
TRUE,2.935,2.99,2.88,,,"424,887",5.44,1.98
TRUP,51.89,52.18,49.52,,,"461,932",50.94,20.84
TRWH,20.93,21.5975,20.8,,,"91,695",30.45,7.22
TRXC,0.3544,0.3644,0.35,,,"2,850,099",18.98,0.28
TSBK,16.99,17.4147,16.97,,,"6,275",31,13.6
TSC,13.79,14.88,13.415,,,"391,007",26.43,7.59
TSE,24.12,24.67,23.85,,,"482,957",50.14,14.16
TTEC,47.26,47.86,46.94,,,"105,153",50.45,26.28
TTEK,85.45,85.88,84.29,,,"262,491",99.34,63.61
TTGT,34.27,34.39,33.88,,,"295,340",34.12,16.815
TTI,0.773,0.85,0.7551,,,"4,162,265",2.18,0.22
TTMI,11.89,11.99,11.67,,,"672,855",16.25,8.0595
TUP,9.06,9.6583,7.56,,,"11,322,453",16.94,1.15
TUSK,1.1,1.12,1.08,,,"117,640",6.77,0.56
TVTY,12.545,12.8,12.26,,,"412,275",26.07,1.92
TWI,1.77,1.88,1.68,,,"614,376",4.11,1.05
TWIN,6.06,6.255,5.84,,,"48,830",13.99,4.84
TWNK,12.625,12.645,12.27,,,"1,296,273",14.72,9.325
TWST,56.96,60.9599,56.72,,,"330,116",60.96,18.52
TXMD,1.98,2.12,1.89,,,"5,209,052",4.32,0.853
TXRH,51.59,51.91,50.37,,,"776,041",72.49,25.15
TYME,1.23,1.3,1.23,,,"292,904",2.04,0.8601
TZOO,5.48,5.55,5.24,,,"168,770",14.1,3.04
UBA,10,10.17,9.75,,,"194,840",24.88,9.84
UBFO,6.54,6.78,6.52,,,"6,955",11.05,5.04
UBSI,28.08,28.22,27.1225,,,"454,127",40.7,19.67
UBX,8.47,8.776,8.43,,,"265,020",10.38,4.62
UCBI,18.98,19.31,18.625,,,"392,224",31.66,14.95
UCTT,24.19,24.69,23.83,,,"260,734",30,11.2001
UE,10.46,10.83,10.23,,,"713,763",21.74,6.98
UEC,1.01,1.05,1.005,,,"931,504",1.2641,0.35
UEIC,49.24,49.87,47.72,,,"44,425",60,29.495
UFCS,27.42,27.94,27,,,"82,254",53.68,22.08
UFI,12.72,13.02,12.59,,,"106,710",27.85,7.48
UFPI,54.68,57.93,54.09,,,"642,839",58.1,29.17
UFPT,47.8,48.15,47.36,,,"24,707",52.5916,30.8
UHT,68.84,70.568,67.63,,,"44,615",132.41,54.5405
UIHC,7.75,7.855,7.65,,,"85,575",14.24,6.99
UIS,11.6,11.63,11.27,,,"518,687",18.13,6.39
ULH,17.99,18.57,17.86,,,"94,629",27.49,11.02
UMBF,49.03,49.55,48.2,,,"176,195",70.26,39.47
UMH,12.34,12.38,12.01,,,"306,724",16.64,8.63
UNB,19.9,20,19.55,,,"12,311",38.79,16.5
UNF,183.46,184.02,179.72,,,"69,583",217.9,121.89
UNFI,19.77,20.52,19.71,,,"718,758",23.38,5
UNIT,9.9,10.13,9.7842,,,"1,720,236",11.08,4.86
UNTY,14.4,14.4,13.905,,,"4,599",24.7,8.76
UPLD,34.61,35.97,34.19,,,"99,831",48.57,20.75
UPWK,13.69,14.26,13.52,,,"1,090,043",17.75,5.14
URGN,24.12,24.92,23.84,,,"84,635",37.075,13.1184
USAT,7.4,7.6,7.35,,,"48,738",9.25,3.8
USCR,26.84,27.35,25.77,,,"385,544",56.22,6.75
USLM,89.33,89.33,89.33,,,"1,238",104,60.99
USNA,83.36,85.96,82.895,,,"198,558",92.26,43.01
USPH,83.69,83.95,81.58,,,"54,354",148.48,45.13
USWS,0.4362,0.4649,0.435,,,"467,086",3.8723,0.2487
USX,7.24,7.63,7.21,,,"416,985",7.55,2.65
UTL,46.22,46.48,45.69,,,"46,364",65.7584,39.33
UTMD,86.02,89.0625,82.44,,,"19,935",112.26,75.33
UUUU,1.85,1.89,1.77,,,"1,944,898",2.35,0.78
UVE,17.59,17.83,17.41,,,"170,990",30.79,14.2
UVSP,15.87,15.93,14.89,,,"159,651",27.8,13.2
UVV,41.89,41.96,41.215,,,"154,525",60.96,37.04
VAC,88.33,88.6,86.8297,,,"196,577",131.27,30.1
VALU,24.35,25.03,23.17,,,"8,038",36.6016,18.4
VAPO,49.05,49.39,47.54,,,"370,294",50.31,6.86
VBIV,5.45,5.8,5.3,,,"8,774,318",6.93,0.4655
VBTX,16.97,17.14,16.46,,,"177,205",29.41,10.02
VC,74.41,75.02,72.85,,,"214,571",105.99,38.69
VCEL,15.61,15.95,15.32,,,"352,147",19.78,6.78
VCRA,23.82,24.19,23.46,,,"304,527",28.78,15.89
VCYT,30.96,32.155,30.58,,,"439,552",32.48,13.9
VEC,45.35,46.25,44.96,,,"45,136",59.24,28.9
VECO,13.5,13.71,13.17,,,"323,896",19.21,7.42
VG,11.65,11.82,11.49,,,"2,186,270",13.75,4.18
VGR,8.88,8.92,8.695,,,"662,189",14.42,7.92
VHC,5.13,5.34,5.09,,,"311,193",8.47,2.85
VHI,11.19,11.27,11.1,,,"5,820",27.84,9.02
VIAV,13.64,13.74,13.39,,,"1,573,383",16.35,8.0801
VICR,72.87,75.185,71.73,,,"602,438",78.81,26.5
VIVO,23.63,24.68,23.42,,,"420,462",25.88,5.51
VKTX,6.75,6.9514,6.71,,,"661,187",8.87,3.26
VLGEA,26.255,26.68,26.08,,,"66,609",28.71,16.48
VLY,7.79,7.95,7.46,,,"2,642,434",12.14,6
VNCE,5.13,5.3,5.12,,,"5,198",27.63,3.16
VNDA,11.01,11.22,10.75,,,"501,711",17.85,7.12
VPG,24.35,24.48,24.06,,,"51,148",41.9,16.56
VRA,4.305,4.445,4.26,,,"277,252",12.75,3.12
VRAY,2.39,2.53,2.335,,,"1,193,474",9.54,1.1055
VRCA,7.06,7.725,7.01,,,"179,360",18.67,6.79
VREX,16.52,16.62,16.1,,,"393,105",33,14.27
VRNS,104.64,108.4,104.04,,,"567,213",111.47,48.95
VRNT,43.98,44.91,43.585,,,"522,685",59.83,32.435
VRRM,10.83,10.92,10.72,,,"709,422",17.2,5.6325
VRS,12.78,12.84,12.4,,,"131,787",19.49,9.61
VRTS,132.15,133.43,130,,,"58,336",141.785,55.37
VRTU,33.91,34.56,32.82,,,"302,805",52.81,19.48
VRTV,17.28,17.65,17.04,,,"118,420",24.66,5.7
VSEC,28.97,29.57,28.78,,,"21,799",41.14,13.83
VSH,15.54,15.825,15.285,,,"1,869,096",23.25,11.23
VSLR,23.27,23.56,22.22,,,"3,556,033",22.67,3.17
VSTO,15.21,15.92,15.15,,,"695,486",16.3099,4.29
VVI,15.77,15.92,15.15,,,"482,381",72.271,11.25
VYGR,12.52,12.67,12.06,,,"220,105",23.74,6.26
WABC,59.75,60.25,58.91,,,"94,317",69.08,46.94
WAFD,24.73,25.17,24.22,,,"550,090",38.26,20.915
WASH,34.31,34.82,33.96,,,"107,460",54.96,25.86
WATT,3.32,3.45,3.2319,,,"822,890",4.5899,0.61
WBT,6.78,6.86,6.56,,,"1,294,708",19.81,3.17
WD,51.69,51.8484,50.99,,,"141,520",79.74,24.55
WDFC,190.14,194.27,190.02,,,"156,786",211.679,151.16
WDR,15.23,15.305,14.73,,,"999,076",18.33,9.8701
WERN,43.96,44.47,43.73,,,"874,872",46.95,28.99
WETF,3.67,3.72,3.57,,,"793,200",6.53,1.87
WEYS,19.36,19.8494,19.36,,,"3,867",27.9,15.4
WGO,62.62,67.077,61.125,,,"589,602",72.65,16.94
WHD,22.4,22.54,21.275,,,"463,996",35.28,8.16
WHG,13.25,14.1276,13.25,,,"22,417",33.05,10.5
WIFI,14.46,14.68,14.14,,,"445,804",16.17,6.66
WINA,160.01,165.575,158.14,,,"8,908",215,115
WING,138.86,148.97,136.125,,,"1,996,838",146.13,44.27
WIRE,50.43,50.84,50,,,"118,902",62.08,38.01
WK,54.2,56.27,53.76,,,"198,014",64.115,22.01
WLDN,25.25,25.65,24.99,,,"48,775",39.96,17.92
WLFC,22.2,22.33,21.9,,,"6,687",74.46,14.11
WLL,1.04,1.06,1.01,,,"5,156,735",18.62,0.25
WMC,2.3,2.4,2.28,,,"724,312",11.33,1.37
WMGI,29.94,30,29.86,,,"362,972",30.66,19.04
WMK,51.74,52.355,50.94,,,"120,481",59.39,32.4401
WMS,49.18,50.67,48.65,,,"200,620",51.6,22.13
WNC,11.62,11.765,11.34,,,"761,321",16.68,6.26
WNEB,5.44,5.6756,5.4,,,"12,389",10.1,4.45
WOR,37.65,38.43,37.26,,,"771,966",44.69,19.28
WOW,5.54,5.67,5.32,,,"370,942",8.12,2.9453
WPG,0.78,0.798,0.7501,,,"2,442,850",4.69,0.5585
WRE,22.03,22.19,21.8,,,"756,263",32.2152,18.01
WRLD,66.01,66.62,64.44,,,"48,337",161.36,43.16
WRTC,11.44,12.3,11,,,"1,230,375",14.4,3.07
WSBC,20.9,21.05,19.76,,,"305,286",39.33,17.46
WSBF,14.26,14.3,14,,,"112,773",19.48,12.1
WSC,14.7,14.99,14.37,,,"2,245,001",19.79,7.45
WSFS,29.04,29.4,27.055,,,"426,659",46.05,17.84
WSR,6.62,6.75,6.51,,,"239,702",14.65,4.705
WTBA,17.21,17.28,16.95,,,"14,940",25.9283,13.74
WTI,2.48,2.52,2.42,,,"3,406,004",6.1,1.07
WTRE,17.29,17.6,16.87,,,"28,652",28.895,10.86
WTRH,4.94,5.06,4.81,,,"4,001,365",5.4316,0.2125
WTS,85.63,85.93,84.45,,,"119,370",114.4494,69.02
WTTR,4.79,4.8,4.49,,,"189,069",10.5,2.22
WVE,9.59,10.15,9.57,,,"367,690",39.98,6.61
WW,26.09,26.77,25.58,,,"653,740",47.19,9.75
WWW,23.47,23.87,23.05,,,"593,790",34.7,12.19
XAN,2.33,2.51,2.29,,,"896,687",12.51,0.95
XBIT,16.22,17.4,15.98,,,"221,945",26.4,6.84
XELA,0.515,0.534,0.502,,,"5,480,089",3.2,0.086
XENT,17.53,17.88,17.08,,,"189,445",31.46,5.97
XERS,2.84,2.92,2.76,,,"1,994,843",12.7,1.42
XFOR,8.37,8.52,8.1,,,"90,724",15.95,5.835
XHR,8.6,8.65,8.37,,,"576,945",22.39,6.145
XLRN,110.25,110.75,105.97,,,"1,784,681",110.49,37.6
XNCR,33.84,34.78,33.45,,,"221,947",46.33,19.35
XPER,15.01,15.48,14.77,,,"983,240",22.38,9.01
XXII,0.8144,0.83,0.780101,,,"1,339,691",2.46,0.6
YCBD,2.7,2.85,2.65,,,"773,698",5.35,0.502
YELP,23.84,24.32,23.39,,,"1,194,403",39.37,12.885
YETI,46.26,47.96,45.26,,,"1,042,678",47.6,15.28
YEXT,16.37,17,16.18,,,"799,479",22.65,8.56
YGYI,1.16,1.21,1.16,,,"95,246",5.4999,0.61
YMAB,38.19,39.87,37.91,,,"85,894",50.49,14.16
YORW,48.45,49.6481,48.07,,,"70,816",51.27,34.34
YRCW,2.52,2.65,2.3701,,,"1,545,600",4.7901,1.29
ZAGG,2.99,3.1,2.95,,,"476,043",9.01,2.06
ZEUS,10.35,10.69,10.11,,,"37,273",18.41,7.74
ZGNX,26.42,27.49,26.05,,,"592,473",57.22,16.65
ZIOP,3.15,3.32,3.13,,,"1,288,685",7.25,1.795
ZIXI,6.41,6.605,6.21,,,"822,364",10.16,2.84
ZUMZ,27.14,27.26,25.71,,,"419,891",35.68,13.13
ZUO,11.87,12.05,11.67,,,"1,163,987",16.59,6.21
ZYNE,3.66,3.74,3.55,,,"554,715",12.51,2.55
ZYXI,20.21,21.49,19.2673,,,"1,842,346",29.7271,7.51
